group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-493,12-40_engine-e,12-40_engine-e-q08,Where can I find the nominal values for testing?,See Nominal Value Microfilm.,0.934733510017395,dropped,12-141_engine-e-q11
semantic-493,12-41_engine-e,12-41_engine-e-q12,Where can nominal values be found for comparison during testing?,Nominal values can be found in the nominal value microfiche.,0.934733510017395,dropped,12-141_engine-e-q11
semantic-494,12-43_engine-e,12-43_engine-e-q06,What components should be checked during installation according to the manual?,"Check the condition of insulating sleeves and washers, replacing if necessary during installation.",0.9223673343658447,kept,12-43_engine-e-q06
semantic-494,12-142_2_engine-e,12-142_2_engine-e-q04,What should be checked during installation according to the manual?,"Check condition of insulating sleeves and washers, replacing if necessary.",0.9223673343658447,dropped,12-43_engine-e-q06
semantic-495,12-142_2_engine-e,12-142_2_engine-e-q10,What is shown in the bottom diagram?,The rear view of the alternator housing showing the internal diode arrangement and wiring connections.,0.9457107782363892,kept,12-142_2_engine-e-q10
semantic-495,12-142_2_engine-e,12-142_2_engine-e-q09,What is shown in the top diagram?,The alternator with the shielded capacitor and connections to B+ and D+ studs visible.,0.9457107782363892,dropped,12-142_2_engine-e-q10
semantic-496,12-142_3_engine-e,12-142_3_engine-e-q08,What component number is displayed in the second illustration?,Component number 630 12 172 is displayed in the second illustration.,0.9808651208877563,kept,12-142_3_engine-e-q08
semantic-496,12-142_3_engine-e,12-142_3_engine-e-q07,What component number is shown in the first illustration?,Component number 630 12 171 is shown in the first illustration.,0.9808651208877563,dropped,12-142_3_engine-e-q08
semantic-496,12-142_3_engine-e,12-142_3_engine-e-q09,What component number appears in the third illustration?,Component number 30 12 039 appears in the third illustration.,0.9808651208877563,dropped,12-142_3_engine-e-q08
semantic-497,12-142_engine-e,12-142_engine-e-q01,What is the first step when removing the alternator?,Unscrew the negative terminal on the battery (in trunk).,0.9707416892051697,kept,12-142_engine-e-q01
semantic-497,12-42_engine-e,12-42_engine-e-q01,What is the first step when removing and installing the alternator?,Disconnect battery.,0.9707416892051697,dropped,12-142_engine-e-q01
semantic-497,12-42_engine-e,12-42_engine-e-q05,What is the final step to remove the alternator?,Unscrew mounting bolts and remove alternator.,0.9707416892051697,dropped,12-142_engine-e-q01
semantic-498,12-42_engine-e,12-42_engine-e-q09,Where must the pulling hook be positioned when checking belt tightness?,This requires pulling hook (2) to be in center of teeth.,0.9489675164222717,kept,12-42_engine-e-q09
semantic-498,12-142_engine-e,12-142_engine-e-q05,Where should the pulling hook be positioned when checking belt tension?,Pulling hook (2) must rest on center of tooth.,0.9489675164222717,dropped,12-42_engine-e-q09
semantic-499,12-142_engine-e,12-142_engine-e-q10,What section reference is given for drive belt tightening during installation?,Tighten drive belt - 12 31 299.,0.9382027387619019,kept,12-142_engine-e-q10
semantic-499,12-42_engine-e,12-42_engine-e-q07,What section reference is given for tightening the drive belt?,Tighten drive belt - 12 31 299.,0.9382027387619019,dropped,12-142_engine-e-q10
semantic-500,12-143_1_engine-e,12-143_1_engine-e-q07,What should be checked during installation of the diode plate?,"Check condition of insulating sleeves and washers, replacing if necessary.",0.9657763242721558,kept,12-143_1_engine-e-q07
semantic-500,12-44_engine-e,12-44_engine-e-q05,What should be checked during installation when replacing the diode plate?,Check condition of insulating sleeves and insulators.,0.9657763242721558,dropped,12-143_1_engine-e-q07
semantic-501,26-03_propello,26-03_propello-q10,What component is shown in image 30 26 023?,Image 30 26 023 shows the process of unscrewing the propeller shaft on transmission.,0.961733877658844,kept,26-03_propello-q10
semantic-501,12-143_2_engine-e,12-143_2_engine-e-q10,What component is shown in image 30 61 062?,The air cleaner with air flow sensor that needs to be removed.,0.961733877658844,dropped,26-03_propello-q10
semantic-502,12-143_engine-e,12-143_engine-e-q05,What should you check when performing the stator coil break test?,"Compare resistance values of leads 1/2, 1/3 and 2/3 with an ohmmeter - they should be the same. Checking for shorted turns can be performed with a standard tester.",0.9099281430244446,kept,12-143_engine-e-q05
semantic-502,12-45_engine-e,12-45_engine-e-q07,How do you check the stator coil for breaks?,"Compare resistance values of wires 1/2, 1/3 and 2/3 with an ohmmeter - they should be identical. The shorted turn test can be performed with a standard tester.",0.9099281430244446,dropped,12-143_engine-e-q05
semantic-503,12-45_engine-e,12-45_engine-e-q08,How do you check the negative diodes in the alternator?,Connect test leads for diode test with negative lead on cooler and positive lead on one of the negative diode connections. Display with perfect condition diodes shows polarity.,0.9968162775039673,kept,12-45_engine-e-q08
semantic-503,12-143_engine-e,12-143_engine-e-q06,How do you check the negative diodes on the alternator?,"Connect test leads for diode test, hold negative lead on cooler and positive lead on one of the negative diode connections. Display with good diodes should show polarity.",0.9968162775039673,dropped,12-45_engine-e-q08
semantic-504,12-150_engine-e,12-150_engine-e-q01,What are the testing requirements before troubleshooting the starter?,"Correct connections on battery and starter, good ground connection between engine and body, and charged battery.",0.9649397730827332,kept,12-150_engine-e-q01
semantic-504,12-50_engine-e,12-50_engine-e-q01,What are the testing requirements before troubleshooting starter problems?,"Correct connections on battery and starter, good ground connection between engine and body, and charged battery.",0.9649397730827332,dropped,12-150_engine-e-q01
semantic-505,12-50_engine-e,12-50_engine-e-q02,"If the starter does not work at all, what should I check first?","Bridge connection 30 with connection 50 on solenoid. If starter works, check for defective wires and connections on starter switch or starter switch defective. If starter does not work, turn on lights to further diagnose.",0.9904042482376099,kept,12-50_engine-e-q02
semantic-505,12-150_engine-e,12-150_engine-e-q02,What should I check first if the starter does not work at all?,Bridge connections 30 and 50 on solenoid to determine if the starter works or does not work.,0.9904042482376099,dropped,12-50_engine-e-q02
semantic-506,12-50_engine-e,12-50_engine-e-q03,What causes a starter to turn too slowly?,"A) Bearings worn or very dirty, or B) Electrical defect in solenoid, armature or coils.",0.9319478273391724,kept,12-50_engine-e-q03
semantic-506,12-150_engine-e,12-150_engine-e-q03,"If the starter turns too slow, what are the possible causes?","Bearings worn or very dirty, or electrical fault in solenoid, armature or coils.",0.9319478273391724,dropped,12-50_engine-e-q03
semantic-507,12-50_engine-e,12-50_engine-e-q09,"If the flywheel gear ring teeth are damaged, what repair is required?",Remove transmission and replace flywheel.,0.9822534322738647,kept,12-50_engine-e-q09
semantic-507,12-150_engine-e,12-150_engine-e-q08,What repairs are needed if the flywheel gear ring teeth are damaged?,"Remove transmission, replace flywheel.",0.9822534322738647,dropped,12-50_engine-e-q09
semantic-508,12-50_engine-e,12-50_engine-e-q08,What are the possible causes if lights remain on while starting but the starter doesn't turn?,"A) Carbon brushes worn, or B) Solenoid defective.",0.9799365401268005,kept,12-50_engine-e-q08
semantic-508,12-150_engine-e,12-150_engine-e-q10,"If lights remain on while starting and the starter doesn't turn, what are the two possible causes?",Carbon brushes worn or solenoid faulty.,0.9799365401268005,dropped,12-50_engine-e-q08
semantic-509,12-51_engine-e,12-51_engine-e-q05,What steps are involved in removing the starter from below?,"Drain coolant, disconnect heater hose and unscrew coolant pipe if necessary, then unscrew nuts and remove starter from above.",0.9071615934371948,kept,12-51_engine-e-q05
semantic-509,12-151_engine-e,12-151_engine-e-q01,What is the first step when removing and installing the starter?,Disconnect positive terminal on connector.,0.9071615934371948,dropped,12-51_engine-e-q05
semantic-510,12-52_engine-e,12-52_engine-e-q05,What should be applied to the housing bolts and insulator during installation?,High melting point grease should be applied to the housing bolts and insulator to each other.,0.9110963344573975,kept,12-52_engine-e-q05
semantic-510,12-153_engine-e,12-153_engine-e-q11,What should you do with the housing bolts and insulator during installation?,Align openings for housing bolts and insulator to each other.,0.9110963344573975,dropped,12-52_engine-e-q05
semantic-511,31-26_front-ax,31-26_front-ax-q08,What important alignment requirement is specified for installation?,The flat surfaces of the drive set faces must be flat surface on the case during installation.,0.9466344118118286,kept,31-26_front-ax-q08
semantic-511,12-154_1_engine-e,12-154_1_engine-e-q04,What critical alignment requirement is mentioned for installation?,Openings and bores must be aligned during installation.,0.9466344118118286,dropped,31-26_front-ax-q08
semantic-512,25-14_gear-shi,25-14_gear-shi-q02,What should be done with the bearing sleeve before installation?,Lubricate bearing sleeve with grease and press it into new console.,0.958549439907074,kept,25-14_gear-shi-q02
semantic-512,12-154_1_engine-e,12-154_1_engine-e-q11,What should be done to the bearing sleeve after installation?,Lubricate sleeve with oil after pressing in.,0.958549439907074,dropped,25-14_gear-shi-q02
semantic-513,12-155_engine-e,12-155_engine-e-q01,What is the minimum diameter specification for the commutator?,"The diameter must be at least 33.5 mm (1.319"").",0.9667947292327881,kept,12-155_engine-e-q01
semantic-513,12-53_engine-e,12-53_engine-e-q01,What is the minimum acceptable diameter for the commutator?,"The diameter must be at least 33.5 mm (1.319"").",0.9667947292327881,dropped,12-155_engine-e-q01
semantic-514,12-53_engine-e,12-53_engine-e-q10,What should be done to remove all carbon brushes from the starter?,"Remove the holder and pole housing, then unsolder or cut off all carbon brushes.",0.9261806607246399,kept,12-53_engine-e-q10
semantic-514,12-155_engine-e,12-155_engine-e-q03,How do you remove the carbon brushes from the starter?,Lift springs and pull out carbon brushes.,0.9261806607246399,dropped,12-53_engine-e-q10
semantic-515,12-20_engine-e,12-20_engine-e-q08,"If the power flow and ground check is okay, what should be replaced?",Replace pulse sensor - see 12 11 151.,0.9052731990814209,kept,12-20_engine-e-q08
semantic-515,12-20_engine-e,12-20_engine-e-q09,What should I do if the power flow and ground check is not okay?,Replace wire for pulse sensor.,0.9052731990814209,dropped,12-20_engine-e-q08
semantic-516,13-812_fuel-sys,13-812_fuel-sys-q10,What conclusion can you draw if all tests pass successfully?,Idle control valve is okay!,0.9038488864898682,kept,13-812_fuel-sys-q10
semantic-516,12-24_engine-e,12-24_engine-e-q07,What is the final conclusion if all tests pass?,Ignition system is okay!,0.9038488864898682,dropped,13-812_fuel-sys-q10
semantic-517,23-112_manual-t,23-112_manual-t-q10,What reference information is provided at the bottom of the page?,The page references 'See Specifications' with a single asterisk and 'Source: HWB' with a double asterisk.,0.9142912030220032,kept,23-112_manual-t-q10
semantic-517,12-24_engine-e,12-24_engine-e-q11,What references are provided at the bottom of the page?,See Nominal Value Microfiche and See Specifications.,0.9142912030220032,dropped,23-112_manual-t-q10
semantic-518,12-44_engine-e,12-44_engine-e-q08,What component is shown in diagram 630 12 178?,The stator coil on the diode plate that needs to be unsoldered.,0.9026000499725342,kept,12-44_engine-e-q08
semantic-518,64-119_heating-,64-119_heating--q09,What component is shown in diagram 30 64 196?,The blower switch control knob that needs to be pulled off.,0.9026000499725342,dropped,12-44_engine-e-q08
semantic-519,12-46_engine-e,12-46_engine-e-q12,What precaution should be taken when removing the voltage regulator?,Unscrew bolts carefully and take off regulator carefully during the removal process.,0.9283003807067871,kept,12-46_engine-e-q12
semantic-519,12-46_engine-e,12-46_engine-e-q02,What should be done before removing the voltage regulator?,Remove voltage regulator 12 32 000 and unsolder leads on carbon brush holder.,0.9283003807067871,dropped,12-46_engine-e-q12
semantic-520,12-52_engine-e,12-52_engine-e-q06,What lubrication is specified for the bearing sleeve in the drive bearing bracket?,The bearing sleeve should be lubricated with oil before installing.,0.9118137359619141,kept,12-52_engine-e-q06
semantic-520,25-14_gear-shi,25-14_gear-shi-q03,What type of lubricant is specified for the bearing sleeve?,Grease is specified for lubricating the bearing sleeve.,0.9118137359619141,dropped,12-52_engine-e-q06
semantic-521,12-52_engine-e,12-52_engine-e-q12,What lubrication should be applied to the drive pinion bearing surface during installation?,Lubricate bearing surface for drive pinion with grease during installation.,0.9045612812042236,kept,12-52_engine-e-q12
semantic-521,25-10_gear-shi,25-10_gear-shi-q07,What lubricant is specified for the bearing surfaces during installation?,Lubricate bearing surfaces with Molykote Longterm 2.,0.9045612812042236,dropped,12-52_engine-e-q12
semantic-522,13-713_fuel-sys,13-713_fuel-sys-q03,What are the first steps for removing the idle speed control valve?,"First unscrew the capped nuts on all four throttle valve necks, then unscrew the mounting nut and loosen hose straps 2 through 4.",0.9226387143135071,kept,13-713_fuel-sys-q03
semantic-522,13-00-index-a_fuel-sys,13-00-index-a_fuel-sys-q02,Where can I find the procedure for removing and installing the idle speed control valve?,The idle speed control valve removal and installation procedure is located on page 13-713.,0.9226387143135071,dropped,13-713_fuel-sys-q03
semantic-523,51-455_body-equ,51-455_body-equ-q06,How many bolts need to be unscrewed to remove the control levers?,Unscrew bolts (1 ... 4) and remove control levers (5 ... 7).,0.9009886384010315,kept,51-455_body-equ-q06
semantic-523,13-613_fuel-sys,13-613_fuel-sys-q10,How many mounting bolts need to be unscrewed to remove the control unit?,Four mounting bolts need to be unscrewed.,0.9009886384010315,dropped,51-455_body-equ-q06
semantic-524,51-322_body-equ,51-322_body-equ-q05,"In the installation diagram, what do callout numbers 1 and 2 indicate?",Callout number 1 indicates the window glass and callout number 2 indicates the rubber seal that the window glass must bear on.,0.9112660884857178,kept,51-322_body-equ-q05
semantic-524,13-613_fuel-sys,13-613_fuel-sys-q11,What components are identified by callout numbers (1) and (2) in the installation diagram?,Callout (1) identifies the code number and callout (2) identifies the manufacturing date.,0.9112660884857178,dropped,51-322_body-equ-q05
semantic-524,13-626_fuel-sys,13-626_fuel-sys-q08,What do the callout numbers 1 and 2 indicate in the installation diagram?,"Number 1 indicates the code number to check, and number 2 indicates the seal to replace.",0.9112660884857178,dropped,51-322_body-equ-q05
semantic-524,31-27_front-ax,31-27_front-ax-q06,What components are identified by callout numbers 1 and 2 in the assembly diagram?,Callout number 1 is the bevel gear and callout number 2 is the bushing.,0.9112660884857178,dropped,51-322_body-equ-q05
semantic-524,51-411_body-equ,51-411_body-equ-q08,Which component is indicated by callout number 2 in the installation diagram?,Ornamental strip.,0.9112660884857178,dropped,51-322_body-equ-q05
semantic-525,13-613_fuel-sys,13-613_fuel-sys-q12,What reference number is associated with the trim panel removal step?,Reference number 28 15 207 is associated with the trim panel removal step.,0.960385262966156,kept,13-613_fuel-sys-q12
semantic-525,51-252_body-equ,51-252_body-equ-q06,What reference number corresponds to the trim panel removal procedure?,51 43 000.,0.960385262966156,dropped,13-613_fuel-sys-q12
semantic-526,13-621_fuel-sys,13-621_fuel-sys-q01,What procedure number covers removing and installing the air flow sensor?,Procedure 13 62 000 covers removing and installing the air flow sensor.,0.968826949596405,kept,13-621_fuel-sys-q01
semantic-526,13-620_fuel-sys,13-620_fuel-sys-q01,What is the procedure number for removing and installing the air flow sensor?,The procedure number is 13 62 000.,0.968826949596405,dropped,13-621_fuel-sys-q01
semantic-527,13-621_fuel-sys,13-621_fuel-sys-q02,What are the first three steps for removing the air flow sensor?,"First loosen hose clamp (1), then unscrew nuts (2), and finally pull off plug (3).",0.9569363594055176,kept,13-621_fuel-sys-q02
semantic-527,13-620_fuel-sys,13-620_fuel-sys-q02,What is the first step to remove the air flow sensor?,Loosen hose clamp (1) and pull off air hose on air flow sensor.,0.9569363594055176,dropped,13-621_fuel-sys-q02
semantic-527,13-622_fuel-sys,13-622_fuel-sys-q02,What are the first steps when removing the air flow sensor since 1985?,"Loosen hose strap (1), loosen nuts (2), pull off hose (4), and pull off plug (5).",0.9569363594055176,dropped,13-621_fuel-sys-q02
semantic-527,13-760_fuel-sys,13-760_fuel-sys-q01,What is the first step in removing the air flow sensor?,Unscrew nuts (1).,0.9569363594055176,dropped,13-621_fuel-sys-q02
semantic-528,13-622_fuel-sys,13-622_fuel-sys-q03,What should be checked during installation of the air flow sensor?,"Check code number (1) and manufacturing date (2), check engine idle speed and idle speed CO level, check gasket (3), and check air flow sensor.",0.9506663680076599,kept,13-622_fuel-sys-q03
semantic-528,13-621_fuel-sys,13-621_fuel-sys-q03,What component should be checked during installation of the air flow sensor?,"Check seal (1), replacing if necessary during installation.",0.9506663680076599,dropped,13-622_fuel-sys-q03
semantic-529,13-621_fuel-sys,13-621_fuel-sys-q12,What components are labeled as 1 and 2 in the bottom installation diagram?,"In the bottom installation diagram, component 1 appears to be the code number location and component 2 appears to be the manufacturing date location.",0.9262192845344543,kept,13-621_fuel-sys-q12
semantic-529,31-10_front-ax,31-10_front-ax-q06,What components are labeled as 1 and 2 in the bottom right diagram?,Component 1 is the dust guard and component 2 is the bearing inner race.,0.9262192845344543,dropped,13-621_fuel-sys-q12
semantic-529,31-28_front-ax,31-28_front-ax-q05,What components are labeled as items 1 and 2 in the upper right diagram showing installation?,Item 1 is the new bushing and item 2 is the spacer that need to be installed.,0.9262192845344543,dropped,13-621_fuel-sys-q12
semantic-529,51-314_body-equ,51-314_body-equ-q09,What components are labeled as 1 and 2 in the bottom diagram?,Component 1 is the cement bead and component 2 is the basic bead on the window.,0.9262192845344543,dropped,13-621_fuel-sys-q12
semantic-529,65-101_radio-an,65-101_radio-an-q05,What components are numbered 1 and 2 in the installation diagram?,1 = Nut and 2 = Adapter according to the installed order list.,0.9262192845344543,dropped,13-621_fuel-sys-q12
semantic-530,13-903_fuel-sys,13-903_fuel-sys-q10,Where can you find specifications referenced with asterisks?,Specifications referenced with asterisks can be found in the Specifications section.,0.9595844149589539,kept,13-903_fuel-sys-q10
semantic-530,13-622_fuel-sys,13-622_fuel-sys-q10,Where can you find additional information about specifications mentioned with asterisks?,See Specifications and Nominal Value Microfiche.,0.9595844149589539,dropped,13-903_fuel-sys-q10
semantic-530,13-910_fuel-sys,13-910_fuel-sys-q05,Where can you find the specifications referenced by the asterisk?,See Specifications.,0.9595844149589539,dropped,13-903_fuel-sys-q10
semantic-531,13-629_fuel-sys,13-629_fuel-sys-q01,What does the temperature sensor for coolant measure and how does it send this information?,The temperature sensor measures the engine temperature and sends this information to the control unit as a resistance value. The resistance value drops with rising temperature (NTC).,0.9358069896697998,kept,13-629_fuel-sys-q01
semantic-531,13-762_fuel-sys,13-762_fuel-sys-q01,What does the coolant temperature sensor measure and how does it send information to the control unit?,The temperature sensor measures the engine temperature and sends this information to the control unit as a resistance value. The resistance value drops with rising temperature (NTC).,0.9358069896697998,dropped,13-629_fuel-sys-q01
semantic-532,13-629_fuel-sys,13-629_fuel-sys-q02,What are the three main components of the coolant temperature sensor shown in the diagram?,"The three main components are: 1 = Plug connection, 2 = Housing, and 3 = NTC resistor.",0.9701575636863708,kept,13-629_fuel-sys-q02
semantic-532,13-762_fuel-sys,13-762_fuel-sys-q02,What are the three main components of the coolant temperature sensor assembly shown in the diagram?,"The three components are: 1 = Plug connection, 2 = Housing, and 3 = NTC resistor.",0.9701575636863708,dropped,13-629_fuel-sys-q02
semantic-533,13-629_fuel-sys,13-629_fuel-sys-q03,How do you remove the coolant temperature sensor?,"Pull off plug (1), then unscrew temperature sensor.",0.9255369901657104,kept,13-629_fuel-sys-q03
semantic-533,13-762_fuel-sys,13-762_fuel-sys-q07,What is the first step in removing the coolant temperature sensor?,Pull off plug (1).,0.9255369901657104,dropped,13-629_fuel-sys-q03
semantic-534,33-03_rear-axl,33-03_rear-axl-q08,What should be done with the tightening torque during installation?,Apply the tightening torque as specified (marked with asterisk indicating reference to specifications).,0.9818503260612488,kept,33-03_rear-axl-q08
semantic-534,13-629_fuel-sys,13-629_fuel-sys-q04,What should you do during installation regarding the tightening torque?,Tightening torque should be followed according to specifications (marked with asterisk).,0.9818503260612488,dropped,33-03_rear-axl-q08
semantic-534,31-06_1_front-ax,31-06_1_front-ax-q04,What should be done during installation regarding the tightening torque?,Tightening torque* - See Specifications.,0.9818503260612488,dropped,33-03_rear-axl-q08
semantic-534,31-10_front-ax,31-10_front-ax-q08,What should be done during installation regarding tightening torque?,"Apply the tightening torque as specified, with an asterisk indicating to see specifications.",0.9818503260612488,dropped,33-03_rear-axl-q08
semantic-535,13-632_fuel-sys,13-632_fuel-sys-q02,What resistance should be measured between connections 3 and 18 with the throttle wide open?,There must be approximately 0 ohm between connections 3 and 18 with the throttle wide open.,0.9576822519302368,kept,13-632_fuel-sys-q02
semantic-535,13-630_fuel-sys,13-630_fuel-sys-q01,What resistance should be measured between connections 2 and 18 when the throttle is closed?,There should be approximately 0 ohm between connections 2 and 18 with the throttle closed.,0.9576822519302368,dropped,13-632_fuel-sys-q02
semantic-535,13-632_fuel-sys,13-632_fuel-sys-q01,What resistance should be measured between connections 2 and 18 with the throttle closed?,There should be approximately 0 ohm between connections 2 and 18 with the throttle closed.,0.9576822519302368,dropped,13-632_fuel-sys-q02
semantic-536,13-630_fuel-sys,13-630_fuel-sys-q03,What do the abbreviations LL and VL stand for in the throttle switch testing?,LL stands for Idle and VL stands for Full load.,0.9542524814605713,kept,13-630_fuel-sys-q03
semantic-536,13-632_fuel-sys,13-632_fuel-sys-q03,What do the abbreviations LL and VL stand for in the throttle switch diagram?,LL stands for Idle and VL stands for Full load.,0.9542524814605713,dropped,13-630_fuel-sys-q03
semantic-536,13-771_fuel-sys,13-771_fuel-sys-q03,What do the abbreviations LL and VL stand for in the throttle valve switch testing?,LL = Idle speed and VL = Full load.,0.9542524814605713,dropped,13-630_fuel-sys-q03
semantic-537,13-771_fuel-sys,13-771_fuel-sys-q08,What should happen to the resistance immediately after opening the throttle valve during adjustment?,The resistance should rise immediately to ∞ ohms after opening the throttle valve during adjustment.,0.9043139815330505,kept,13-771_fuel-sys-q08
semantic-537,13-630_fuel-sys,13-630_fuel-sys-q05,What should happen to the resistance when you open the throttle after finishing the adjustment?,Open throttle after finishing adjustment - resistance should rise immediately to infinity ohms.,0.9043139815330505,dropped,13-771_fuel-sys-q08
semantic-538,13-630_fuel-sys,13-630_fuel-sys-q07,What component is identified by part number 13 63 544?,Part number 13 63 544 identifies the throttle switch that is being adjusted.,0.9153786301612854,kept,13-630_fuel-sys-q07
semantic-538,13-720_fuel-sys,13-720_fuel-sys-q11,What component is identified by part number 28 13 51001?,The fuel pressure regulator component shown in the installation diagram.,0.9153786301612854,dropped,13-630_fuel-sys-q07
semantic-539,13-631_fuel-sys,13-631_fuel-sys-q01,What is the first step in removing the throttle switch?,Pull off multiple pin plug (3).,0.9351245760917664,kept,13-631_fuel-sys-q01
semantic-539,13-631_fuel-sys,13-631_fuel-sys-q03,What is the final step in the throttle switch removal procedure?,Take off throttle switch (2).,0.9351245760917664,dropped,13-631_fuel-sys-q01
semantic-540,13-631_fuel-sys,13-631_fuel-sys-q06,What does callout number 3 identify in the throttle switch diagram?,Callout number 3 identifies the multiple pin plug that needs to be pulled off.,0.9187345504760742,kept,13-631_fuel-sys-q06
semantic-540,13-631_fuel-sys,13-631_fuel-sys-q04,What does callout number 1 indicate in the throttle switch diagram?,Callout number 1 indicates the screws that need to be unscrewed.,0.9187345504760742,dropped,13-631_fuel-sys-q06
semantic-540,13-631_fuel-sys,13-631_fuel-sys-q05,What does callout number 2 point to in the throttle switch removal diagram?,Callout number 2 points to the throttle switch itself.,0.9187345504760742,dropped,13-631_fuel-sys-q06
semantic-541,13-632_fuel-sys,13-632_fuel-sys-q12,What should be checked after installing the throttle switch?,Check code number (1) and adjust throttle switch 13 63 544 after installation.,0.9493224620819092,kept,13-632_fuel-sys-q12
semantic-541,13-631_fuel-sys,13-631_fuel-sys-q07,What should you check during throttle switch installation?,Check code number (1).,0.9493224620819092,dropped,13-632_fuel-sys-q12
semantic-542,13-771_fuel-sys,13-771_fuel-sys-q06,What brand name is visible on the throttle valve switch component?,"BOSCH is visible on the throttle valve switch component, with 'made in Germany' text below it.",0.9034993648529053,kept,13-771_fuel-sys-q06
semantic-542,13-632_fuel-sys,13-632_fuel-sys-q09,What brand is shown on the throttle switch component?,The throttle switch is manufactured by BOSCH and shows 'made in Germany' marking.,0.9034993648529053,dropped,13-771_fuel-sys-q06
semantic-543,13-640_fuel-sys,13-640_fuel-sys-q01,What are the steps to remove the cold start valve?,"Pull off plug (1), disconnect fuel line (2), unscrew screws, and take off cold start valve.",0.9432538747787476,kept,13-640_fuel-sys-q01
semantic-543,13-641_fuel-sys,13-641_fuel-sys-q01,What is the procedure code for removing and installing the cold start valve?,The procedure code is 13 64 030 for removing and installing the cold start valve.,0.9432538747787476,dropped,13-640_fuel-sys-q01
semantic-543,13-641_fuel-sys,13-641_fuel-sys-q02,What steps are involved in removing the cold start valve?,"Pull off plug (1), disconnect fuel line (2), unscrew bolts, and take off cold start valve.",0.9432538747787476,dropped,13-640_fuel-sys-q01
semantic-544,13-641_fuel-sys,13-641_fuel-sys-q05,What should be checked during installation of the cold start valve?,Check the code number (1) and replace the seal (2).,0.9829823970794678,kept,13-641_fuel-sys-q05
semantic-544,13-640_fuel-sys,13-640_fuel-sys-q02,What should be checked during cold start valve installation?,Check code number (1) and replace seal (2).,0.9829823970794678,dropped,13-641_fuel-sys-q05
semantic-545,13-641_fuel-sys,13-641_fuel-sys-q08,What equipment is needed to check fuel flow rate and spray angle?,Hold the cold start valve in measuring glass 13 3 020 and plug Jetronic test lead 61 1 440 on cold start valve and connect with B+ and B-.,0.9139742255210876,kept,13-641_fuel-sys-q08
semantic-545,13-640_fuel-sys,13-640_fuel-sys-q09,What test equipment is used for checking fuel flow rate and spray angle?,Measuring glass 13 3 020 and Jetronic test lead 61 1 440.,0.9139742255210876,dropped,13-641_fuel-sys-q08
semantic-546,13-781_fuel-sys,13-781_fuel-sys-q01,What is the first step when removing a fuel injector?,Unscrew screws on injection pipe.,0.9007136821746826,kept,13-781_fuel-sys-q01
semantic-546,13-642_fuel-sys,13-642_fuel-sys-q02,What is the first step when replacing a fuel injector?,Unscrew bolts on injection tube.,0.9007136821746826,dropped,13-781_fuel-sys-q01
semantic-547,13-642_fuel-sys,13-642_fuel-sys-q12,What does 'FD' represent on the fuel injector diagram?,FD represents the manufacturing date marking on the fuel injector.,0.9842429757118225,kept,13-642_fuel-sys-q12
semantic-547,13-643_fuel-sys,13-643_fuel-sys-q05,What does FD stand for in the fuel injector diagram?,FD stands for Manufacturing date.,0.9842429757118225,dropped,13-642_fuel-sys-q12
semantic-548,13-781_fuel-sys,13-781_fuel-sys-q07,What lubricant should be used to coat the O-rings during installation?,Only coat O-rings with vaseline or SAE 90 gear lube for installation.,0.9468725919723511,kept,13-781_fuel-sys-q07
semantic-548,13-643_fuel-sys,13-643_fuel-sys-q07,What lubricant should be used on the O-rings during installation?,Only coat O-rings lightly with vaseline for installation.,0.9468725919723511,dropped,13-781_fuel-sys-q07
semantic-549,13-700_fuel-sys,13-700_fuel-sys-q01,What is the maximum tightening torque for installing the 0°C temperature switch?,The maximum tightening torque is 30 Nm (22 ft. lbs.).,0.9650291800498962,kept,13-700_fuel-sys-q01
semantic-549,13-703_fuel-sys,13-703_fuel-sys-q01,What is the maximum tightening torque for the temperature switch installation?,The maximum tightening torque is 30 Nm (22 ft. lbs.).,0.9650291800498962,dropped,13-700_fuel-sys-q01
semantic-550,13-703_fuel-sys,13-703_fuel-sys-q04,What tool is specified for checking the temperature switch resistance?,An ohmmeter (M 06) is used to check the temperature switch resistance.,0.9611435532569885,kept,13-703_fuel-sys-q04
semantic-550,13-700_fuel-sys,13-700_fuel-sys-q04,What tool is needed to test the temperature switch resistance?,Connect an ohmmeter (M 60) to the temperature switch.,0.9611435532569885,dropped,13-703_fuel-sys-q04
semantic-551,13-703_fuel-sys,13-703_fuel-sys-q05,What resistance reading should the ohmmeter display when testing the temperature switch at temperatures below -8°C?,The ohmmeter must display approximately 0 ohm for temperatures less than -8°C (+ 18°F).,0.9344341158866882,kept,13-703_fuel-sys-q05
semantic-551,13-700_fuel-sys,13-700_fuel-sys-q05,What resistance reading should the ohmmeter display at temperatures below -8°C?,The ohmmeter must display approximately 0 ohm at temperature < -8°C (+18°F).,0.9344341158866882,dropped,13-703_fuel-sys-q05
semantic-552,13-703_fuel-sys,13-703_fuel-sys-q06,What resistance reading indicates proper operation for temperatures above 4°C on the first temperature switch?,The ohmmeter must display approximately ∞ ohms for temperatures greater than 4°C (39°F).,0.9002299904823303,kept,13-703_fuel-sys-q06
